pl_name,pl_letter,hostname,hd_name,hip_name,tic_id,gaia_id,default_flag,disc_pubdate,disc_year,discoverymethod,disc_locale,disc_facility,disc_telescope,ra,dec,glon,glat,elon,elat,pl_orbper,pl_orblper,pl_orbsmax,pl_orbincl,pl_orbtper,pl_orbeccen,pl_eqt,pl_occdep,pl_insol,pl_dens,pl_trandep,pl_tranmid,pl_trandur,sy_umag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gmag,sy_gaiamag,sy_tmag,pl_controv_flag,st_metratio,st_spectype,sy_kepmag,st_rotp,pl_projobliq,x,y,z,htm20,pl_rvamp,pl_radj,pl_rade,pl_ratror,pl_ratdor,pl_trueobliq,sy_icmag,rowupdate,pl_pubdate,releasedate,dkin_flag,pl_imppar,pl_cmassj,pl_cmasse,pl_massj,pl_masse,pl_bmassj,pl_bmasse,pl_bmassprov,pl_msinij,pl_msinie,st_teff,st_met,st_radv,st_vsin,st_lum,st_logg,st_age,st_mass,st_dens,st_rad,ttv_flag,ptv_flag,tran_flag,rv_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,pul_flag,soltype,sy_snum,sy_pnum,sy_mnum,cb_flag,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,pl_nnotes,sy_pm,sy_pmra,sy_pmdec,sy_plx,sy_dist,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,st_spectype_simp,is_rocky,pl_radius_for_esi,pl_esi,pl_hza,pl_hzc,pl_hzd,pl_type
mu2 Sco b,b,mu2 Sco,HD 151985,,TIC 338105219,Gaia DR2 5971244451257058176,1,2022-05,2022,Imaging,Ground,Paranal Observatory,8.2 m ESO VLT UT3 Melipal Telescope,253.0838724,-38.0176339,346.1964,3.86195,256.24231,-15.38258,,,242.4,96.6,,0.56,,,,,,,,,,,,4.218,4.021,4.377,4.349,,3.53617,3.8076,0,,B2 IV,,,,-0.229233530792771,-0.7537335641468627,-0.6159039719296725,718065369,,,,,,,,2022-06-08,2022-05,2022-06-08,0,,,,14.4,4576.72906,14.4,4576.72906,Mass,,,21700.0,,1.3,52.0,,3.8,0.02,9.1,,5.6,0,0,0,0,0,0,0,0,1,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,26.2967679,-11.6,-23.6,6.31,,3.342,3.56,4.15,4.159,4.292,B,0,16.602942648603225,,,,,Unknown
TOI-286 b,b,TOI-286,,,TIC 150030205,Gaia DR2 5482316880495405056,1,2024-06,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,90.9842762,-60.6663348,269.63462,-29.15925,94.68388,-84.0896,4.5117244,90.0,0.0503,87.52,,0.0,979.0,,,8.63,,2460186.64911,2.04,,,,,7.767,7.836,7.789,7.819,,9.65064,9.1059,0,[Fe/H],K3 V,,36.0,,-0.0084154199137483,0.489822482310094,-0.8717815761595635,2006240596,1.98,0.127,1.42,,,,,2024-08-30,2024-06,2024-08-30,0,0.6,,,0.01425,4.53,0.01425,4.53,Mass,,,5152.0,-0.05,2.58,,0.386,4.59,,0.83,,0.78,0,0,1,1,0,0,0,0,0,0,Published Confirmed,1,2,0,0,0,0,0,0,0,0,0,76.1432491,76.0636,-3.48183,16.8546,59.2293,10.797,9.866,8.357,7.961,7.851,K,1,1.42,,-0.6277449923668902,-0.5574588074120201,-2.175438006658619,Unknown
TOI-406 c,c,TOI-406,,,TIC 153065527,Gaia DR2 4851053999056603904,1,2024-09,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,49.2626428,-42.2441492,249.56265,-56.80726,27.09578,-57.13348,3.307441,-6.0,0.0322,87.6,,0.032,584.0,,19.0,4.9,,2458385.388,1.05,,,,,,,,,,12.5528,11.2828,0,[M/H],M3,,29.2,,0.4831056566963813,0.5609219601078742,-0.672291216019292,-938313135,1.63,0.118,1.32,0.0297,17.6,,,2024-12-16,2024-09,2024-12-16,0,0.73,,,0.00654,2.08,0.00654,2.08,Mass,,,3392.0,-0.02,14.48,,-1.714,4.69,,0.41,9.4458,0.41,0,0,1,1,0,0,0,0,0,0,Published Confirmed,1,2,0,0,0,0,0,0,0,0,0,414.9251791,41.6746,-412.827,32.1671,31.0597,15.237,13.773,9.695,9.128,8.848,M,1,1.32,0.3561735597719351,-0.7269402053850977,-0.096759376228672,,Unknown
TOI-1295 b,b,TOI-1295,,,TIC 219852584,Gaia DR2 1636690613486307840,1,2024-12,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,256.6722026,67.8715032,98.63193,34.77412,159.65977,84.68644,3.1968838,80.0,0.047,,,0.024,2360.0,,1800.0,0.65,,2459913.37999,6.2,,,,,10.072,10.091,10.088,9.867,,11.1307,10.7973,0,[Fe/H],F,,11.0,,-0.0868341331793457,-0.3665398353415007,0.9263413962588616,-1436682285,158.0,1.4,15.693,,,,,2025-01-22,2024-12,2025-01-22,0,,,,1.42,451.31634,1.42,451.31634,Mass,,,6280.0,0.26,,7.8,0.587,4.1,2.0,1.38,,1.7,0,0,1,1,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,11.2239521,-7.35326,8.47978,2.54722,388.227,11.613,11.303,10.341,10.123,10.08,F,0,15.693,0.0585879089675002,0.4010919312938074,,-2.2997867277469703,Unknown
TOI-1301.01,b,TOI-1301,,,TIC 356867115,Gaia DR2 2266490873877571712,1,2024-11,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,275.8625432,71.5817479,102.16173,27.83197,70.07284,84.56562,6.09640721,,0.059866,,,,,,72.55,,,2459710.2944,2.3326,,,,,9.004,9.056,8.995,9.259,,11.1355,10.5216,0,,,,,,0.0322719708249709,-0.3142988071446197,0.9487754105827898,-980875454,,0.221,2.477,0.0308,,,,2024-12-10,2024-11,2024-12-10,0,,,,,,,,,,,4820.0,,,,,,,0.77,,0.73,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,96.1493092,-43.3193,85.8378,10.9759,90.8693,12.05,11.337,9.676,9.136,9.044,,0,2.477,0.2493994201459768,,,,Unknown
TOI-1630.01,b,TOI-1630,,,TIC 317597583,Gaia DR2 2233231540491361408,1,2024-11,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,352.0166759,75.5526069,117.69316,13.53568,55.03804,64.45566,12.05573473,,0.101151,,,,,,55.58,,,2459931.22472,2.0871,,,,,7.819,7.882,7.838,7.672,,9.48188,8.9943,0,,,,,,0.247073047108265,-0.0346505244624288,0.9683771220692462,-1390349893,,0.216,2.417,0.0265,,,,2024-12-10,2024-11,2024-12-10,0,,,,,,,,,,,5504.0,,,,,,,0.95,,0.83,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,34.7768648,-5.24741,-34.3787,15.1013,66.0929,10.42,9.624,8.357,7.937,7.915,,0,2.417,0.2575304830552032,,,,Unknown
TOI-1659.01,b,TOI-1659,,,TIC 288631580,Gaia DR2 2296566567050436864,1,2024-11,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,277.9251938,82.3059487,114.28114,27.52448,86.12115,74.14773,5.87755633,,0.065757,,,,,,268.44,,,2459757.3568,2.8907,,,,,8.643,8.673,8.612001,8.57,,9.97588,9.56906,0,,,,,,0.018459838872361,-0.1326045678682878,0.9909971054091284,-648464862,,0.201,2.255,0.02036,,,,2024-12-10,2024-11,2024-12-10,0,,,,,,,,,,,5977.0,,,,,,,1.1,,1.01,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,48.1831721,6.72113,47.7121,8.13472,122.494,10.732,10.078,9.034,8.757,8.702,,0,2.255,0.2470502914905284,,,,Unknown
TOI-1716.01,b,TOI-1716,,,TIC 14336130,Gaia DR2 1000423609817438592,1,2024-11,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,105.0833291,56.8241941,159.57033,23.61283,99.87478,33.90102,8.08237655,,0.080496,,,,,,254.83,,,2459959.2213,3.5635,,,,,7.875,7.916,7.92,7.993,,9.24094,8.82897,0,,,,,,-0.1423969037089824,0.5283575754141824,0.836995456568637,-338577735,,0.28,3.143,0.0232,,,,2024-12-10,2024-11,2024-12-10,0,,,,,,,,,,,5879.0,,,,,,,1.07,,1.24,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,75.5747481,50.8397,-55.9184,9.57286,104.158,9.977,9.406,8.265,8.001,7.932,,0,3.143,0.2088041966553493,,,,Unknown
TOI-1744.01,b,TOI-1744,,,TIC 229455001,Gaia DR2 2239296103032464768,1,2024-11,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,294.2910707,60.881302,92.79178,18.21097,343.45961,77.94683,22.34170293,,0.164086,,,,,,63.31,,,2459908.3844,2.7826,,,,,7.955,7.998,8.013,7.833,,9.3918,9.01932,0,,,,,,0.2001822029298407,-0.4435387236505782,0.8736134650133158,767612623,,0.239,2.68,0.02141,,,,2024-12-10,2024-11,2024-12-10,0,,,,,,,,,,,6179.0,,,,,,,1.18,,1.14,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,18.7705586,-1.54822,-18.7066,8.71326,114.39,10.033,9.543,8.482,8.196,8.034,,0,2.68,0.2426425732462422,,,,Unknown
TOI-1768.01,b,TOI-1768,,,TIC 137906197,Gaia DR2 852857845015534080,1,2024-11,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,152.1027826,55.5399599,157.38764,49.23787,131.21387,40.63016,7.33770365,,0.076381,,,,,,240.87,,,2459627.0224,4.5639,,,,,8.939,8.974,8.93,9.184,,10.3113,9.91008,0,,,,,,-0.5000751376470127,0.2647450618245046,0.8245210178927281,-1554700595,,0.308,3.453,0.0287,,,,2024-12-10,2024-11,2024-12-10,0,,,,,,,,,,,5994.0,,,,,,,1.1,,1.1,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,34.4834419,-21.6361,-26.8512,6.31656,157.597,11.04,10.419,9.371,9.098,8.995,,0,3.453,0.1978209810249895,,,,Unknown
TOI-1772.01,b,TOI-1772,,,TIC 85293053,Gaia DR2 749676822006222464,1,2024-11,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,156.837704,34.3909497,190.69952,58.38077,145.44247,22.89951,8.05424687,,0.078375,,,,,,140.93,,,2459628.8507,3.4202,,,,,8.323,8.373,8.345,8.593,,9.80056,9.3523,0,,,,,,-0.7586867489061293,0.3245827484909997,0.5648366634844771,591072471,,0.259,2.905,0.0266,,,,2024-12-10,2024-11,2024-12-10,0,,,,,,,,,,,5583.0,,,,,,,0.99,,0.99,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,43.7999672,-39.4231,-19.0855,10.2012,97.7562,10.669,9.955,8.737001,8.403,8.354,,0,2.905,0.2221826275308368,,,,Unknown
TOI-1777.01,b,TOI-1777,,HIP 49576,TIC 29191624,Gaia DR2 810069697186043264,1,2024-11,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,151.807032,46.1148814,171.41182,52.55065,136.13426,32.07199,14.65011197,,0.119466,,,,,,71.34,,,2459635.1067,2.6433,,,,,7.708,7.78,7.774,7.858,,9.15437,8.737001,0,,,,,,-0.6109726695425437,0.3275041330190806,0.7207311842340929,1081770618,,0.2,2.246,0.0209,,,,2024-12-10,2024-11,2024-12-10,0,,,,,,,,,,,5859.0,,,,,,,1.06,,0.98,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,22.1192429,-0.714499,-22.1077,12.508,79.7665,9.971,9.31,8.124,7.851,7.783,,0,2.246,0.260805788546212,,,,Unknown
TOI-1782.01,c,TOI-1782,,,TIC 160045097,Gaia DR2 1711970906169443584,1,2024-11,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,213.0787718,74.4117909,115.80006,41.57754,132.16659,70.4031,4.98764103,,0.05024,,,,,,56.25,,,2459635.7331,2.3276,,,,,9.466,9.527,9.42,9.221,,12.0399,11.3069,0,,,,,,-0.2251674741219499,-0.146665980896892,0.9632178874196085,-254701053,,0.211,2.368,0.0321,,,,2024-12-10,2024-11,2024-12-10,0,,,,,,,,,,,4336.0,,,,,,,0.68,,0.67,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,2,0,0,0,0,0,0,0,0,0,88.7532609,-79.455,39.548,10.4681,95.2649,13.821,12.329,10.248,9.68,9.552,,0,2.368,0.2596182804656942,,,,Unknown
TOI-1782.02,b,TOI-1782,,,TIC 160045097,Gaia DR2 1711970906169443584,1,2024-11,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,213.0787718,74.4117909,115.80006,41.57754,132.16659,70.4031,1.82902423,,0.025739,,,,,,214.17,,,2459632.81673,1.5441,,,,,9.466,9.527,9.42,9.221,,12.0399,11.3069,0,,,,,,-0.2251674741219499,-0.146665980896892,0.9632178874196085,-254701053,,0.164,1.839,0.0249,,,,2024-12-10,2024-11,2024-12-10,0,,,,,,,,,,,4336.0,,,,,,,0.68,,0.67,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,2,0,0,0,0,0,0,0,0,0,88.7532609,-79.455,39.548,10.4681,95.2649,13.821,12.329,10.248,9.68,9.552,,0,1.839,0.2689622403274141,,,,Unknown
TOI-2211.01,b,TOI-2211,,HIP 101503,TIC 212253390,Gaia DR2 6796762076358897408,1,2024-11,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,308.5390859,-29.6726127,13.97954,-34.11285,303.41362,-10.59459,3.09268676,,0.04011,,,,,,296.13,,,2459038.1032,2.0586,,,,,7.973,8.043,8.03,8.14,,9.77392,9.2551,0,,,,,,0.5413469425958763,-0.6796142381494235,-0.4950434072348362,-1360660906,,0.139,1.561,0.0171,,,,2024-12-10,2024-11,2024-12-10,0,,,,,,,,,,,5253.0,,,,,,,0.9,,0.83,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,142.2549383,81.5075,-116.589,14.1973,70.2932,10.786,10.0,8.523,8.136,8.088,,1,1.561,0.2807753118641758,,,,Unknown
TOI-2458 b,b,TOI-2458,HD 34562,,TIC 449197831,Gaia DR2 3233785128901216128,1,2024-09,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,79.621529,1.253439,200.68939,-19.9431,78.81235,-21.78382,3.73659,-26.0,0.0482,84.03,,0.087,1509.4,,865.0,3.23,0.03918,2459177.4046,2.13,,,,,7.827,7.872,7.801,7.228,,9.09716,8.71008,0,[Fe/H],F9-F9.5,,8.9,,0.1801064467102883,0.9834038625751907,0.0218748925846253,126928714,5.31,0.252,2.83,0.0198,,,,2024-12-10,2024-09,2024-12-10,0,0.847,,,0.04188,13.31,0.04188,13.31,Mass,,,6005.0,-0.1,,2.5,,4.2,5.7,1.05,0.659,1.31,0,0,1,1,0,0,0,0,0,0,Published Confirmed,1,2,0,0,0,0,0,0,0,0,0,99.3107096,-3.09084,-99.2626,8.82419,112.958,9.778,9.202,8.196,7.99,7.891,F,0,2.83,0.2177961508820701,-0.6521291657893058,0.9960489694040549,,Unknown
TOI-2580 b,b,TOI-2580,,,TIC 102713734,Gaia DR2 490410811948906752,1,2024-12,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,62.1992072,67.1165264,140.43349,11.22142,75.10549,45.10887,3.39775,114.0,0.048,,,0.08,2410.0,,1730.0,0.22,,2458839.4534,8.38,,,,,9.697,9.738,9.745,8.341,,11.2548,10.8064,0,[Fe/H],F,,12.4,,0.1813630417065723,0.34397408031267,0.9212976061924794,-1315354151,70.0,1.55,17.374,,,,,2025-01-22,2024-12,2025-01-22,0,,,,0.63,200.2319,0.63,200.2319,Mass,,,6120.0,0.26,,7.4,0.616,4.15,2.0,1.33,,1.81,0,0,1,1,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,11.9455395,10.7668,-5.17416,2.60834,379.253,12.113,11.419,10.253,9.931,9.877,F,0,17.374,0.0534695422859519,-0.3948153235885244,,-2.2878364194668066,Unknown
TOI-4504 c,c,TOI-4504,,,TIC 349972412,Gaia DR2 5289275864525400704,1,2024-12,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,114.4673065,-62.0782776,273.98618,-18.60529,168.46376,-78.58352,82.97213,270.9,0.3569,89.69,,0.032,,,,,,2458400.3906,,,,,,11.162,11.222,11.238,9.544,,13.1277,12.5542,0,[Fe/H],K1 V,,,83.97,-0.1939430952578773,0.4262136043665048,-0.88358816156324,892222422,190.892,0.99,11.097,0.108,,,,2025-01-09,2024-12,2025-01-09,0,0.492,,,3.7672,1197.32317,3.7672,1197.32317,Mass,,,5315.0,0.16,,1.9,-0.208,4.46,10.0,0.89,1.607,0.92,1,0,1,1,0,0,0,0,0,0,Published Confirmed,1,3,0,0,0,0,0,0,0,0,0,12.0072064,-8.65843,-8.31893,2.88993,342.605,14.239,13.364,11.714,11.319,11.236,K,0,11.097,,,,,Unknown
TOI-4504 b,b,TOI-4504,,,TIC 349972412,Gaia DR2 5289275864525400704,1,2024-12,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,114.4673065,-62.0782776,273.98618,-18.60529,168.46376,-78.58352,2.42614,90.0,0.03392,87.4,,0.0,,,,,0.0718,2459038.458,,,,,,11.162,11.222,11.238,9.544,,13.1277,12.5542,0,[Fe/H],K1 V,,,,-0.1939430952578773,0.4262136043665048,-0.88358816156324,892222422,,0.24,2.691,0.0268,,,,2025-01-09,2024-12,2025-01-09,0,0.396,,,,,,,,,,5315.0,0.16,,1.9,-0.208,4.46,10.0,0.89,1.607,0.92,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,3,0,0,0,0,0,0,0,0,0,12.0072064,-8.65843,-8.31893,2.88993,342.605,14.239,13.364,11.714,11.319,11.236,K,0,2.691,,,,,Unknown
TOI-4638.01,b,TOI-4638,,,TIC 58824746,Gaia DR2 2775311010868306048,1,2024-11,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,12.8206627,12.7879858,122.87293,-50.08374,16.76832,6.71909,10.28391879,,0.093013,,,,,,87.81,,,2459449.3508,3.7225,14.4447,14.6637,15.0995,13.3852,9.65,9.699,9.719,8.531,15.1939,11.2097,10.7434,0,,,,,,0.9508835662011432,0.2163960951365777,0.2213440162693304,1053049480,,0.262,2.933,0.0299,,,,2024-12-10,2024-11,2024-12-10,0,,,,,,,,,,,5700.0,,,,,,,1.02,,0.9,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,14.3398811,5.33979,-13.3086,5.91556,168.248,12.063,11.657,10.103,9.771,9.696,,0,2.933,0.2263650549046356,,,,Unknown
TOI-4994 b,b,TOI-4994,,,TIC 277128619,Gaia DR2 6364463103935391232,1,2024-12,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,283.1325335,-78.4344302,315.88757,-26.58826,274.57457,-55.20401,21.491984,143.1,0.1515,89.56,2459343.85,0.319,717.6,,40.0,0.78,0.551,2459965.47035,4.452,,,,,10.734,10.793,10.684,9.267,,12.4792,11.9545,0,[Fe/H],,,,,0.0455520191579381,-0.1952458659576559,-0.9796959045423635,544976692,21.6,0.762,8.541,0.07424,30.9,,,2024-12-16,2024-12,2024-12-16,0,0.18,,,0.28,88.99195,0.28,88.99195,Mass,,,5640.0,0.165,,,0.009,4.39,6.3,1.0,1.21,1.05,0,0,1,1,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,10.0166267,1.0297,9.96356,3.00799,329.304,13.499,12.652,11.221,10.85,10.797,,0,8.541,0.1254954192580334,0.596171014107854,,0.6568005176980011,Unknown
TOI-5108 b,b,TOI-5108,,HIP 54186,TIC 350348197,Gaia DR2 3868491612036282752,1,2025-01,2025,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,166.2695041,11.2464069,240.20756,60.40104,163.00302,4.95274,6.753581,,0.073,85.91,,,1180.0,,,0.6,,2459569.4778,2.2,13.8452,9.60536,9.52398,9.93013,8.232,8.286,8.252,8.348,10.1521,9.608,9.18458,0,[Fe/H],,,,,-0.9527691881621968,0.2327974126455647,0.1950288151896507,460813678,9.9,0.589,6.6,0.0472,12.2,,,2025-01-22,2025-01,2025-01-22,0,0.871,,,0.10068,32.0,0.10068,32.0,Mass,,,5808.0,0.2,,3.3,,4.26,5.8,1.1,0.745,1.29,0,0,1,1,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,82.0561052,67.5545,-46.5789,7.61136,130.919,10.373,9.75,8.612001,8.405,8.3,,0,6.6,,-0.4923201069031426,,,Unknown
KOI-351 g,g,KOI-351,,,TIC 267667295,Gaia DR2 2132193431285570304,1,2014-01,2013,Transit,Space,Kepler,0.95 m Kepler Telescope,284.4334642,49.3051239,79.26947,19.25567,300.32939,71.22769,210.60697,,0.71,89.8,,,,,,,,2454980.0364,12.593,,,,,12.438,12.476,12.513,9.588,,13.7397,13.3396,0,[M/H],,13.804,,,0.1625222501556533,-0.6314510466046382,0.7581926496255752,-419849693,,0.723,8.1,0.0615,127.3,,,2014-05-14,2014-01,2014-05-14,0,0.45,,,,,,,,,,6080.0,-0.12,,4.6,,4.4,,1.2,,1.2,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,8,0,0,0,0,0,0,0,0,0,5.432016,-4.37917,-3.21398,1.15007,848.254,14.604,13.883,12.79,12.531,12.482,,0,8.1,,,,,Unknown
KOI-351 d,d,KOI-351,,,TIC 267667295,Gaia DR2 2132193431285570304,1,2014-01,2013,Transit,Space,Kepler,0.95 m Kepler Telescope,284.4334642,49.3051239,79.26947,19.25567,300.32939,71.22769,59.73667,,0.32,89.71,,,,,,,,2454991.9656,8.4,,,,,12.438,12.476,12.513,9.588,,13.7397,13.3396,0,[M/H],,13.804,,,0.1625222501556533,-0.6314510466046382,0.7581926496255752,-419849693,,0.256,2.87,0.0219,56.1,,,2014-05-14,2014-01,2014-05-14,0,0.28,,,,,,,,,,6080.0,-0.12,,4.6,,4.4,,1.2,,1.2,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,8,0,0,0,0,0,0,0,0,0,5.432016,-4.37917,-3.21398,1.15007,848.254,14.604,13.883,12.79,12.531,12.482,,0,2.87,,,,,Unknown
TOI-5688 A b,b,TOI-5688 A,,,TIC 193634953,Gaia DR2 1363205856494897024,1,2024-09,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,266.9231001,47.7050486,74.50988,30.11458,263.6014,71.07604,2.94815527,-1.32,0.03379,87.05,,0.128,742.0,,50.3,0.61,,2459771.26024,1.68,19.6365,15.6246,14.6319,14.0923,11.643,11.617,11.723,9.415,17.0096,15.324,14.2085,0,[Fe/H],,,,,-0.0361212732760759,-0.6719772124501666,0.7396903943979661,-709971846,79.4,0.92,10.3,0.164,12.5,,,2025-01-09,2024-09,2025-01-09,0,0.714,,,0.39,124.0,0.39,124.0,Mass,,,3713.0,0.47,-83.3,,-1.228,4.69,7.2,0.6,4.43,0.57,0,0,1,1,0,0,0,0,0,0,Published Confirmed,2,1,0,0,0,0,0,0,0,0,0,65.1184174,-0.800251,65.1135,4.39012,226.318,17.549,15.78,12.857,12.139,11.959,,0,10.3,0.1053238595008119,0.7289344234610488,,,Unknown
TOI-5726.01,b,TOI-5726,,,TIC 71582156,Gaia DR2 1097091022864217472,1,2024-11,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,123.3950504,68.5745899,146.88389,32.58262,107.18155,47.1187,5.49112522,,0.062186,,,,,,338.95,,,2458843.5951,1.8868,,,,,8.237001,8.274,8.175,7.293,,9.58034,9.16067,0,,,,,,-0.2010585782625468,0.3049786639917471,0.9308939051346572,15798283,,0.228,2.554,0.02101,,,,2024-12-10,2024-11,2024-12-10,0,,,,,,,,,,,5874.0,,,,,,,1.06,,1.11,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,67.0586154,-44.62,-50.0591,9.15828,108.848,10.374,9.736,8.597,8.309,8.23,,0,2.554,0.2320615062553055,,,,Unknown
TOI-5786 b,b,TOI-5786,,,TIC 40292751,Gaia DR2 2032764938419327616,1,2025-01,2025,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,293.3223259,30.7042468,64.79981,5.38601,303.14023,51.49387,12.779107,,0.114,88.9,,,1040.0,,,0.64,,2460140.6139,4.6,,,,,8.946,8.964,8.923,9.0,,10.1378,9.77301,0,[Fe/H],,,,,0.3404034163113263,-0.7895608677244925,0.5106066493120945,2019724542,17.4,0.762,8.54,0.0576,18.0,,,2025-01-22,2025-01,2025-01-22,0,0.33,,,0.22968,73.0,0.22968,73.0,Mass,,,6235.0,0.08,,7.0,,4.26,2.5,1.23,0.682,1.36,0,0,1,1,0,0,0,0,0,0,Published Confirmed,2,1,0,0,0,0,0,0,0,0,0,0.9460141,-0.839511,0.436078,5.16683,192.475,10.766,10.186,9.258,9.037,8.963,,0,8.54,,0.0202870386314804,,,Unknown
TOI-6016 b,b,TOI-6016,,,TIC 327369524,Gaia DR2 428360006379022592,1,2024-12,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,4.5239602,59.7661983,118.74068,-2.83394,37.13093,50.97633,4.023687,90.0,0.055,,,0.0,1890.0,,940.0,0.81,,2459877.793,5.7,,,,,10.154,10.194,10.121,9.044,,11.9184,11.3864,0,[Fe/H],F,,9.1,,0.501960959783448,0.0397164036783667,0.8639778944696078,-177767177,125.0,1.22,13.675,,,,,2025-01-22,2024-12,2025-01-22,0,,,,1.17,371.85924,1.17,371.85924,Mass,,,6110.0,0.28,,8.4,0.461,4.19,0.3,1.31,,1.51,0,0,1,1,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,7.9200627,-7.7443,-1.65928,2.7133,364.715,12.935,11.886,10.629,10.308,10.224,F,0,13.675,0.0667917577412987,0.5855651947996756,,-2.2475723697269623,Unknown
nu Oct A b,b,nu Oct A,HD 205478,HIP 107089,TIC 352542468,Gaia DR2 6356375508717699584,1,2016-08,2016,Radial Velocity,Ground,University of Canterbury Mt John Observatory,1.0 m McLellan telescope,325.3702792,-77.3910853,314.28748,-35.18844,289.68408,-57.78037,417.0,,1.25,,,0.11,,,,,,,,,,,,-1.046,-0.531,1.507,1.415,,3.44162,2.8426,1,,K1 IIIb-IV,,140.0,,0.1796222973443366,-0.1240506885762319,-0.9758828090301138,-2003963985,43.0,,,,,,,2023-01-18,2021-04,2023-01-18,0,,,,2.4,762.78818,2.4,762.78818,Mass,,,4860.0,,,2.0,1.23,,2.8,1.61,,5.81,0,0,0,1,0,0,0,0,0,0,Published Confirmed,2,1,0,0,1,0,0,0,0,0,3,248.6463352,65.0,-240.0,47.17,21.1999,4.746,3.73,2.014,1.536,1.458,K,0,9.136951470518907,,,,-0.3243362556178763,Unknown
